country,seasonality,year_month,unemployment,unemployment_rate,date,year,month
it,sa,1985.02,1811000,8,2/1/1985,1985,2
it,sa,1985.03,1807000,8,3/1/1985,1985,3
it,sa,1985.04,1809000,8,4/1/1985,1985,4
it,sa,1985.05,1819000,8,5/1/1985,1985,5
it,sa,1985.06,1840000,8.1,6/1/1985,1985,6
it,sa,1985.07,1862000,8.2,7/1/1985,1985,7
it,sa,1985.08,1875000,8.2,8/1/1985,1985,8
it,sa,1985.09,1884000,8.3,9/1/1985,1985,9
it,sa,1985.11,1925000,8.4,11/1/1985,1985,11
it,sa,1985.12,1942000,8.5,12/1/1985,1985,12
it,sa,1986.01,1952000,8.5,1/1/1986,1986,1
it,sa,1986.02,1967000,8.6,2/1/1986,1986,2
it,sa,1986.03,1987000,8.6,3/1/1986,1986,3
it,sa,1986.04,2002000,8.7,4/1/1986,1986,4
it,sa,1986.05,2012000,8.8,5/1/1986,1986,5
it,sa,1986.06,2023000,8.8,6/1/1986,1986,6
it,sa,1986.07,2045000,8.9,7/1/1986,1986,7
it,sa,1986.08,2070000,9,8/1/1986,1986,8
it,sa,1986.09,2093000,9.1,9/1/1986,1986,9
it,sa,1986.11,2113000,9.1,11/1/1986,1986,11
it,sa,1986.12,2134000,9.2,12/1/1986,1986,12
it,sa,1987.01,2141000,9.2,1/1/1987,1987,1
it,sa,1987.02,2143000,9.3,2/1/1987,1987,2
it,sa,1987.03,2152000,9.3,3/1/1987,1987,3
it,sa,1987.04,2154000,9.4,4/1/1987,1987,4
it,sa,1987.05,2227000,9.7,5/1/1987,1987,5
it,sa,1987.06,2301000,9.9,6/1/1987,1987,6
it,sa,1987.07,2291000,9.8,7/1/1987,1987,7
it,sa,1987.08,2286000,9.8,8/1/1987,1987,8
it,sa,1987.09,2287000,9.8,9/1/1987,1987,9
it,sa,1987.11,2257000,9.7,11/1/1987,1987,11
it,sa,1987.12,2260000,9.7,12/1/1987,1987,12
it,sa,1988.01,2266000,9.7,1/1/1988,1988,1
it,sa,1988.02,2266000,9.7,2/1/1988,1988,2
it,sa,1988.03,2271000,9.7,3/1/1988,1988,3
it,sa,1988.04,2279000,9.7,4/1/1988,1988,4
it,sa,1988.05,2273000,9.6,5/1/1988,1988,5
it,sa,1988.06,2271000,9.6,6/1/1988,1988,6
it,sa,1988.07,2278000,9.6,7/1/1988,1988,7
it,sa,1988.08,2286000,9.6,8/1/1988,1988,8
it,sa,1988.09,2278000,9.6,9/1/1988,1988,9
it,sa,1988.11,2302000,9.8,11/1/1988,1988,11
it,sa,1988.12,2294000,9.8,12/1/1988,1988,12
it,sa,1989.01,2290000,9.8,1/1/1989,1989,1
it,sa,1989.02,2294000,9.8,2/1/1989,1989,2
it,sa,1989.03,2287000,9.8,3/1/1989,1989,3
it,sa,1989.04,2282000,9.8,4/1/1989,1989,4
it,sa,1989.05,2290000,9.8,5/1/1989,1989,5
it,sa,1989.06,2293000,9.8,6/1/1989,1989,6
it,sa,1989.07,2293000,9.8,7/1/1989,1989,7
it,sa,1989.08,2276000,9.7,8/1/1989,1989,8
it,sa,1989.09,2245000,9.6,9/1/1989,1989,9
it,sa,1989.11,2197000,9.4,11/1/1989,1989,11
it,sa,1989.12,2170000,9.3,12/1/1989,1989,12
it,sa,1990.01,2145000,9.1,1/1/1990,1990,1
it,sa,1990.02,2122000,9,2/1/1990,1990,2
it,sa,1990.03,2093000,8.9,3/1/1990,1990,3
it,sa,1990.04,2083000,8.9,4/1/1990,1990,4
it,sa,1990.05,2099000,8.9,5/1/1990,1990,5
it,sa,1990.06,2104000,8.9,6/1/1990,1990,6
it,sa,1990.07,2082000,8.8,7/1/1990,1990,7
it,sa,1990.08,2062000,8.8,8/1/1990,1990,8
it,sa,1990.09,2067000,8.8,9/1/1990,1990,9
it,sa,1990.11,2054000,8.7,11/1/1990,1990,11
it,sa,1990.12,2055000,8.7,12/1/1990,1990,12
it,sa,1991.01,2053000,8.7,1/1/1991,1991,1
it,sa,1991.02,2041000,8.6,2/1/1991,1991,2
it,sa,1991.03,2027000,8.6,3/1/1991,1991,3
it,sa,1991.04,2016000,8.5,4/1/1991,1991,4
it,sa,1991.05,2001000,8.5,5/1/1991,1991,5
it,sa,1991.06,1990000,8.4,6/1/1991,1991,6
it,sa,1991.07,2000000,8.4,7/1/1991,1991,7
it,sa,1991.08,2005000,8.4,8/1/1991,1991,8
it,sa,1991.09,2017000,8.5,9/1/1991,1991,9
it,sa,1991.11,2062000,8.7,11/1/1991,1991,11
it,sa,1991.12,2037000,8.6,12/1/1991,1991,12
it,sa,1992.01,2042000,8.6,1/1/1992,1992,1
it,sa,1992.02,2063000,8.7,2/1/1992,1992,2
it,sa,1992.03,2061000,8.7,3/1/1992,1992,3
it,sa,1992.04,2046000,8.7,4/1/1992,1992,4
it,sa,1992.05,2034000,8.6,5/1/1992,1992,5
it,sa,1992.06,2037000,8.7,6/1/1992,1992,6
it,sa,1992.07,2078000,8.9,7/1/1992,1992,7
it,sa,1992.08,2095000,9,8/1/1992,1992,8
it,sa,1992.09,2104000,9.1,9/1/1992,1992,9
it,sa,1992.11,2048000,8.9,11/1/1992,1992,11
it,sa,1992.12,2066000,8.9,12/1/1992,1992,12
it,sa,1993.01,2065000,9,1/1/1993,1993,1
it,sa,1993.02,2104000,9.1,2/1/1993,1993,2
it,sa,1993.03,2152000,9.3,3/1/1993,1993,3
it,sa,1993.04,2243000,9.7,4/1/1993,1993,4
it,sa,1993.05,2265000,9.8,5/1/1993,1993,5
it,sa,1993.06,2275000,9.9,6/1/1993,1993,6
it,sa,1993.07,2278000,9.9,7/1/1993,1993,7
it,sa,1993.08,2287000,10,8/1/1993,1993,8
it,sa,1993.09,2307000,10,9/1/1993,1993,9
it,sa,1993.11,2396000,10.4,11/1/1993,1993,11
it,sa,1993.12,2411000,10.5,12/1/1993,1993,12
it,sa,1994.01,2374000,10.4,1/1/1994,1994,1
it,sa,1994.02,2381000,10.4,2/1/1994,1994,2
it,sa,1994.03,2392000,10.5,3/1/1994,1994,3
it,sa,1994.04,2406000,10.5,4/1/1994,1994,4
it,sa,1994.05,2416000,10.6,5/1/1994,1994,5
it,sa,1994.06,2429000,10.6,6/1/1994,1994,6
it,sa,1994.07,2355000,10.4,7/1/1994,1994,7
it,sa,1994.08,2363000,10.4,8/1/1994,1994,8
it,sa,1994.09,2372000,10.4,9/1/1994,1994,9
it,sa,1994.11,2534000,11.1,11/1/1994,1994,11
it,sa,1994.12,2546000,11.2,12/1/1994,1994,12
it,sa,1995.01,2556000,11.2,1/1/1995,1995,1
it,sa,1995.02,2563000,11.2,2/1/1995,1995,2
it,sa,1995.03,2576000,11.3,3/1/1995,1995,3
it,sa,1995.04,2516000,11.1,4/1/1995,1995,4
it,sa,1995.05,2522000,11.1,5/1/1995,1995,5
it,sa,1995.06,2529000,11.1,6/1/1995,1995,6
it,sa,1995.07,2539000,11.1,7/1/1995,1995,7
it,sa,1995.08,2542000,11.2,8/1/1995,1995,8
it,sa,1995.09,2547000,11.2,9/1/1995,1995,9
it,sa,1995.11,2532000,11.1,11/1/1995,1995,11
it,sa,1995.12,2537000,11.1,12/1/1995,1995,12
it,sa,1996.01,2515000,11,1/1/1996,1996,1
it,sa,1996.02,2517000,11,2/1/1996,1996,2
it,sa,1996.03,2521000,11,3/1/1996,1996,3
it,sa,1996.04,2593000,11.3,4/1/1996,1996,4
it,sa,1996.05,2595000,11.3,5/1/1996,1996,5
it,sa,1996.06,2596000,11.3,6/1/1996,1996,6
it,sa,1996.07,2543000,11.1,7/1/1996,1996,7
it,sa,1996.08,2544000,11.1,8/1/1996,1996,8
it,sa,1996.09,2547000,11.1,9/1/1996,1996,9
it,sa,1996.11,2562000,11.2,11/1/1996,1996,11
it,sa,1996.12,2567000,11.2,12/1/1996,1996,12
it,sa,1997.01,2577000,11.2,1/1/1997,1997,1
it,sa,1997.02,2581000,11.3,2/1/1997,1997,2
it,sa,1997.03,2583000,11.3,3/1/1997,1997,3
it,sa,1997.04,2623000,11.4,4/1/1997,1997,4
it,sa,1997.05,2623000,11.4,5/1/1997,1997,5
it,sa,1997.06,2626000,11.4,6/1/1997,1997,6
it,sa,1997.07,2529000,11,7/1/1997,1997,7
it,sa,1997.08,2530000,11,8/1/1997,1997,8
it,sa,1997.09,2532000,11,9/1/1997,1997,9
it,sa,1997.11,2598000,11.3,11/1/1997,1997,11
it,sa,1997.12,2600000,11.3,12/1/1997,1997,12
it,sa,1998.01,2569000,11.1,1/1/1998,1998,1
it,sa,1998.02,2569000,11.1,2/1/1998,1998,2
it,sa,1998.03,2569000,11.1,3/1/1998,1998,3
it,sa,1998.04,2674000,11.5,4/1/1998,1998,4
it,sa,1998.05,2672000,11.5,5/1/1998,1998,5
it,sa,1998.06,2669000,11.5,6/1/1998,1998,6
it,sa,1998.07,2633000,11.3,7/1/1998,1998,7
it,sa,1998.08,2630000,11.3,8/1/1998,1998,8
it,sa,1998.09,2628000,11.3,9/1/1998,1998,9
it,sa,1998.11,2673000,11.4,11/1/1998,1998,11
it,sa,1998.12,2670000,11.4,12/1/1998,1998,12
it,sa,1999.01,2593000,11.1,1/1/1999,1999,1
it,sa,1999.02,2589000,11.1,2/1/1999,1999,2
it,sa,1999.03,2585000,11.1,3/1/1999,1999,3
it,sa,1999.04,2598000,11.1,4/1/1999,1999,4
it,sa,1999.05,2591000,11.1,5/1/1999,1999,5
it,sa,1999.06,2585000,11,6/1/1999,1999,6
it,sa,1999.07,2567000,11,7/1/1999,1999,7
it,sa,1999.08,2561000,10.9,8/1/1999,1999,8
it,sa,1999.09,2557000,10.9,9/1/1999,1999,9
it,sa,1999.11,2502000,10.7,11/1/1999,1999,11
it,sa,1999.12,2495000,10.6,12/1/1999,1999,12
it,sa,2000.01,2486000,10.6,1/1/2000,2000,1
it,sa,2000.02,2479000,10.6,2/1/2000,2000,2
it,sa,2000.03,2473000,10.5,3/1/2000,2000,3
it,sa,2000.04,2423000,10.3,4/1/2000,2000,4
it,sa,2000.05,2413000,10.3,5/1/2000,2000,5
it,sa,2000.06,2404000,10.2,6/1/2000,2000,6
it,sa,2000.07,2368000,10,7/1/2000,2000,7
it,sa,2000.08,2360000,10,8/1/2000,2000,8
it,sa,2000.09,2351000,9.9,9/1/2000,2000,9
it,sa,2000.11,2283000,9.6,11/1/2000,2000,11
it,sa,2000.12,2278000,9.6,12/1/2000,2000,12
it,sa,2001.01,2232000,9.4,1/1/2001,2001,1
it,sa,2001.02,2226000,9.4,2/1/2001,2001,2
it,sa,2001.03,2219000,9.3,3/1/2001,2001,3
it,sa,2001.04,2173000,9.2,4/1/2001,2001,4
it,sa,2001.05,2163000,9.1,5/1/2001,2001,5
it,sa,2001.06,2152000,9.1,6/1/2001,2001,6
it,sa,2001.07,2158000,9.1,7/1/2001,2001,7
it,sa,2001.08,2149000,9,8/1/2001,2001,8
it,sa,2001.09,2143000,9,9/1/2001,2001,9
it,sa,2001.11,2114000,8.9,11/1/2001,2001,11
it,sa,2001.12,2107000,8.8,12/1/2001,2001,12
it,sa,2002.01,2047000,8.6,1/1/2002,2002,1
it,sa,2002.02,2041000,8.5,2/1/2002,2002,2
it,sa,2002.03,2035000,8.5,3/1/2002,2002,3
it,sa,2002.04,2122000,8.9,4/1/2002,2002,4
it,sa,2002.05,2113000,8.8,5/1/2002,2002,5
it,sa,2002.06,2105000,8.8,6/1/2002,2002,6
it,sa,2002.07,2072000,8.6,7/1/2002,2002,7
it,sa,2002.08,2065000,8.6,8/1/2002,2002,8
it,sa,2002.09,2058000,8.6,9/1/2002,2002,9
it,sa,2002.11,2029000,8.5,11/1/2002,2002,11
it,sa,2002.12,2022000,8.4,12/1/2002,2002,12
it,sa,2003.01,2116000,8.8,1/1/2003,2003,1
it,sa,2003.02,2108000,8.7,2/1/2003,2003,2
it,sa,2003.03,2099000,8.7,3/1/2003,2003,3
it,sa,2003.04,2051000,8.4,4/1/2003,2003,4
it,sa,2003.05,2067000,8.5,5/1/2003,2003,5
it,sa,2003.06,2075000,8.5,6/1/2003,2003,6
it,sa,2003.07,2034000,8.4,7/1/2003,2003,7
it,sa,2003.08,2037000,8.4,8/1/2003,2003,8
it,sa,2003.09,2036000,8.4,9/1/2003,2003,9
it,sa,2003.11,1993000,8.2,11/1/2003,2003,11
it,sa,2003.12,1991000,8.2,12/1/2003,2003,12
it,sa,2004.01,2005000,8.2,1/1/2004,2004,1
it,sa,2004.02,1963000,8.1,2/1/2004,2004,2
it,sa,2004.03,2006000,8.2,3/1/2004,2004,3
it,sa,2004.04,1965000,8.1,4/1/2004,2004,4
it,sa,2004.05,1987000,8.2,5/1/2004,2004,5
it,sa,2004.06,1949000,8,6/1/2004,2004,6
it,sa,2004.07,1944000,7.9,7/1/2004,2004,7
it,sa,2004.08,1910000,7.8,8/1/2004,2004,8
it,sa,2004.09,1935000,8,9/1/2004,2004,9
it,sa,2004.11,1944000,7.9,11/1/2004,2004,11
it,sa,2004.12,1927000,7.9,12/1/2004,2004,12
it,sa,2005.01,1901000,7.8,1/1/2005,2005,1
it,sa,2005.02,1926000,7.9,2/1/2005,2005,2
it,sa,2005.03,1907000,7.8,3/1/2005,2005,3
it,sa,2005.04,1911000,7.8,4/1/2005,2005,4
it,sa,2005.05,1855000,7.6,5/1/2005,2005,5
it,sa,2005.06,1920000,7.8,6/1/2005,2005,6
it,sa,2005.07,1852000,7.6,7/1/2005,2005,7
it,sa,2005.08,1861000,7.6,8/1/2005,2005,8
it,sa,2005.09,1896000,7.7,9/1/2005,2005,9
it,sa,2005.11,1849000,7.5,11/1/2005,2005,11
it,sa,2005.12,1826000,7.4,12/1/2005,2005,12
it,sa,2006.01,1800000,7.3,1/1/2006,2006,1
it,sa,2006.02,1808000,7.3,2/1/2006,2006,2
it,sa,2006.03,1753000,7.1,3/1/2006,2006,3
it,sa,2006.04,1726000,7,4/1/2006,2006,4
it,sa,2006.05,1726000,7,5/1/2006,2006,5
it,sa,2006.06,1648000,6.7,6/1/2006,2006,6
it,sa,2006.07,1616000,6.6,7/1/2006,2006,7
it,sa,2006.08,1635000,6.6,8/1/2006,2006,8
it,sa,2006.09,1617000,6.6,9/1/2006,2006,9
it,sa,2006.11,1587000,6.4,11/1/2006,2006,11
it,sa,2006.12,1525000,6.2,12/1/2006,2006,12
it,sa,2007.01,1536000,6.2,1/1/2007,2007,1
it,sa,2007.02,1491000,6.1,2/1/2007,2007,2
it,sa,2007.03,1482000,6,3/1/2007,2007,3
it,sa,2007.04,1443000,5.9,4/1/2007,2007,4
it,sa,2007.05,1515000,6.1,5/1/2007,2007,5
it,sa,2007.06,1480000,6,6/1/2007,2007,6
it,sa,2007.07,1585000,6.4,7/1/2007,2007,7
it,sa,2007.08,1516000,6.1,8/1/2007,2007,8
it,sa,2007.09,1514000,6.1,9/1/2007,2007,9
it,sa,2007.11,1515000,6.1,11/1/2007,2007,11
it,sa,2007.12,1659000,6.6,12/1/2007,2007,12
it,sa,2008.01,1639000,6.5,1/1/2008,2008,1
it,sa,2008.02,1632000,6.5,2/1/2008,2008,2
it,sa,2008.03,1603000,6.4,3/1/2008,2008,3
it,sa,2008.04,1717000,6.8,4/1/2008,2008,4
it,sa,2008.05,1672000,6.7,5/1/2008,2008,5
it,sa,2008.06,1742000,6.9,6/1/2008,2008,6
it,sa,2008.07,1678000,6.7,7/1/2008,2008,7
it,sa,2008.08,1733000,6.9,8/1/2008,2008,8
it,sa,2008.09,1704000,6.8,9/1/2008,2008,9
it,sa,2008.11,1756000,7,11/1/2008,2008,11
it,sa,2008.12,1731000,6.9,12/1/2008,2008,12
it,sa,2009.01,1774000,7.1,1/1/2009,2009,1
it,sa,2009.02,1803000,7.2,2/1/2009,2009,2
it,sa,2009.03,1961000,7.8,3/1/2009,2009,3
it,sa,2009.04,1847000,7.4,4/1/2009,2009,4
it,sa,2009.05,1885000,7.5,5/1/2009,2009,5
it,sa,2009.06,1939000,7.8,6/1/2009,2009,6
it,sa,2009.07,1987000,7.9,7/1/2009,2009,7
it,sa,2009.08,1981000,7.9,8/1/2009,2009,8
it,sa,2009.09,2077000,8.3,9/1/2009,2009,9
it,sa,2009.11,2065000,8.3,11/1/2009,2009,11
it,sa,2009.12,2093000,8.4,12/1/2009,2009,12
it,sa,2010.01,2087000,8.3,1/1/2010,2010,1
it,sa,2010.02,2099000,8.4,2/1/2010,2010,2
it,sa,2010.03,2113000,8.5,3/1/2010,2010,3
it,sa,2010.04,2139000,8.5,4/1/2010,2010,4
it,sa,2010.05,2142000,8.6,5/1/2010,2010,5
it,sa,2010.06,2102000,8.4,6/1/2010,2010,6
it,sa,2010.07,2104000,8.4,7/1/2010,2010,7
it,sa,2010.08,2091000,8.4,8/1/2010,2010,8
it,sa,2010.09,2112000,8.5,9/1/2010,2010,9
it,sa,2010.11,2157000,8.6,11/1/2010,2010,11
it,sa,2010.12,2146000,8.6,12/1/2010,2010,12
lt,sa,1998.01,247000,14.3,1/1/1998,1998,1
lt,sa,1998.02,247000,14.3,2/1/1998,1998,2
lt,sa,1998.03,247000,14.3,3/1/1998,1998,3
lt,sa,1998.04,232000,13.6,4/1/1998,1998,4
lt,sa,1998.05,232000,13.6,5/1/1998,1998,5
lt,sa,1998.06,232000,13.6,6/1/1998,1998,6
lt,sa,1998.07,213000,12.6,7/1/1998,1998,7
lt,sa,1998.08,213000,12.6,8/1/1998,1998,8
lt,sa,1998.09,213000,12.6,9/1/1998,1998,9
lt,sa,1998.11,212000,12.5,11/1/1998,1998,11
lt,sa,1998.12,212000,12.5,12/1/1998,1998,12
lt,sa,1999.01,220000,12.9,1/1/1999,1999,1
lt,sa,1999.02,220000,12.9,2/1/1999,1999,2
lt,sa,1999.03,220000,12.9,3/1/1999,1999,3
lt,sa,1999.04,227000,13.2,4/1/1999,1999,4
lt,sa,1999.05,227000,13.2,5/1/1999,1999,5
lt,sa,1999.06,227000,13.2,6/1/1999,1999,6
lt,sa,1999.07,237000,13.9,7/1/1999,1999,7
lt,sa,1999.08,237000,13.9,8/1/1999,1999,8
lt,sa,1999.09,237000,13.9,9/1/1999,1999,9
lt,sa,1999.11,250000,14.7,11/1/1999,1999,11
lt,sa,1999.12,250000,14.7,12/1/1999,1999,12
lt,sa,2000.01,264000,15.5,1/1/2000,2000,1
lt,sa,2000.02,264000,15.5,2/1/2000,2000,2
lt,sa,2000.03,264000,15.5,3/1/2000,2000,3
lt,sa,2000.04,271000,16,4/1/2000,2000,4
lt,sa,2000.05,271000,16,5/1/2000,2000,5
lt,sa,2000.06,271000,16,6/1/2000,2000,6
lt,sa,2000.07,285000,16.8,7/1/2000,2000,7
lt,sa,2000.08,285000,16.8,8/1/2000,2000,8
lt,sa,2000.09,285000,16.8,9/1/2000,2000,9
lt,sa,2000.11,285000,17,11/1/2000,2000,11
lt,sa,2000.12,285000,17,12/1/2000,2000,12
lt,sa,2001.01,283000,17,1/1/2001,2001,1
lt,sa,2001.02,283000,17,2/1/2001,2001,2
lt,sa,2001.03,283000,17,3/1/2001,2001,3
lt,sa,2001.04,280000,16.9,4/1/2001,2001,4
lt,sa,2001.05,280000,16.9,5/1/2001,2001,5
lt,sa,2001.06,280000,16.9,6/1/2001,2001,6
lt,sa,2001.07,267000,16.2,7/1/2001,2001,7
lt,sa,2001.08,267000,16.2,8/1/2001,2001,8
lt,sa,2001.09,267000,16.2,9/1/2001,2001,9
lt,sa,2001.11,257000,15.6,11/1/2001,2001,11
lt,sa,2001.12,257000,15.6,12/1/2001,2001,12
lt,sa,2002.01,245000,14.9,1/1/2002,2002,1
lt,sa,2002.02,245000,14.9,2/1/2002,2002,2
lt,sa,2002.03,245000,14.9,3/1/2002,2002,3
lt,sa,2002.04,219000,13.5,4/1/2002,2002,4
lt,sa,2002.05,219000,13.5,5/1/2002,2002,5
lt,sa,2002.06,219000,13.5,6/1/2002,2002,6
lt,sa,2002.07,206000,12.7,7/1/2002,2002,7
lt,sa,2002.08,206000,12.7,8/1/2002,2002,8
lt,sa,2002.09,206000,12.7,9/1/2002,2002,9
lt,sa,2002.11,207000,12.9,11/1/2002,2002,11
lt,sa,2002.12,207000,12.9,12/1/2002,2002,12
lt,sa,2003.01,205000,12.7,1/1/2003,2003,1
lt,sa,2003.02,205000,12.7,2/1/2003,2003,2
lt,sa,2003.03,205000,12.7,3/1/2003,2003,3
lt,sa,2003.04,223000,13.3,4/1/2003,2003,4
lt,sa,2003.05,223000,13.3,5/1/2003,2003,5
lt,sa,2003.06,223000,13.3,6/1/2003,2003,6
lt,sa,2003.07,199000,12.2,7/1/2003,2003,7
lt,sa,2003.08,199000,12.2,8/1/2003,2003,8
lt,sa,2003.09,199000,12.2,9/1/2003,2003,9
lt,sa,2003.11,188000,11.6,11/1/2003,2003,11
lt,sa,2003.12,188000,11.6,12/1/2003,2003,12
lt,sa,2004.01,197000,12.2,1/1/2004,2004,1
lt,sa,2004.02,197000,12.2,2/1/2004,2004,2
lt,sa,2004.03,197000,12.2,3/1/2004,2004,3
lt,sa,2004.04,187000,11.6,4/1/2004,2004,4
lt,sa,2004.05,187000,11.6,5/1/2004,2004,5
lt,sa,2004.06,187000,11.6,6/1/2004,2004,6
lt,sa,2004.07,180000,11.2,7/1/2004,2004,7
lt,sa,2004.08,180000,11.2,8/1/2004,2004,8
lt,sa,2004.09,180000,11.2,9/1/2004,2004,9
lt,sa,2004.11,172000,10.6,11/1/2004,2004,11
lt,sa,2004.12,172000,10.6,12/1/2004,2004,12
lt,sa,2005.01,154000,9.5,1/1/2005,2005,1
lt,sa,2005.02,154000,9.5,2/1/2005,2005,2
lt,sa,2005.03,154000,9.5,3/1/2005,2005,3
lt,sa,2005.04,139000,8.7,4/1/2005,2005,4
lt,sa,2005.05,139000,8.7,5/1/2005,2005,5
lt,sa,2005.06,139000,8.7,6/1/2005,2005,6
lt,sa,2005.07,124000,7.7,7/1/2005,2005,7
lt,sa,2005.08,124000,7.7,8/1/2005,2005,8
lt,sa,2005.09,124000,7.7,9/1/2005,2005,9
lt,sa,2005.11,114000,7.1,11/1/2005,2005,11
lt,sa,2005.12,114000,7.1,12/1/2005,2005,12
lt,sa,2006.01,92000,5.8,1/1/2006,2006,1
lt,sa,2006.02,92000,5.8,2/1/2006,2006,2
lt,sa,2006.03,92000,5.8,3/1/2006,2006,3
lt,sa,2006.04,90000,5.7,4/1/2006,2006,4
lt,sa,2006.05,90000,5.7,5/1/2006,2006,5
lt,sa,2006.06,90000,5.7,6/1/2006,2006,6
lt,sa,2006.07,97000,6.1,7/1/2006,2006,7
lt,sa,2006.08,97000,6.1,8/1/2006,2006,8
lt,sa,2006.09,97000,6.1,9/1/2006,2006,9
lt,sa,2006.11,78000,5,11/1/2006,2006,11
lt,sa,2006.12,78000,5,12/1/2006,2006,12
lt,sa,2007.01,70000,4.4,1/1/2007,2007,1
lt,sa,2007.02,70000,4.4,2/1/2007,2007,2
lt,sa,2007.03,70000,4.4,3/1/2007,2007,3
lt,sa,2007.04,67000,4.2,4/1/2007,2007,4
lt,sa,2007.05,67000,4.2,5/1/2007,2007,5
lt,sa,2007.06,67000,4.2,6/1/2007,2007,6
lt,sa,2007.07,70000,4.3,7/1/2007,2007,7
lt,sa,2007.08,70000,4.3,8/1/2007,2007,8
lt,sa,2007.09,70000,4.3,9/1/2007,2007,9
lt,sa,2007.11,70000,4.4,11/1/2007,2007,11
lt,sa,2007.12,70000,4.4,12/1/2007,2007,12
lt,sa,2008.01,67000,4.2,1/1/2008,2008,1
lt,sa,2008.02,67000,4.2,2/1/2008,2008,2
lt,sa,2008.03,67000,4.2,3/1/2008,2008,3
lt,sa,2008.04,72000,4.5,4/1/2008,2008,4
lt,sa,2008.05,72000,4.5,5/1/2008,2008,5
lt,sa,2008.06,72000,4.5,6/1/2008,2008,6
lt,sa,2008.07,104000,6.4,7/1/2008,2008,7
lt,sa,2008.08,104000,6.4,8/1/2008,2008,8
lt,sa,2008.09,104000,6.4,9/1/2008,2008,9
lt,sa,2008.11,135000,8.2,11/1/2008,2008,11
lt,sa,2008.12,135000,8.2,12/1/2008,2008,12
lt,sa,2009.01,183000,11.1,1/1/2009,2009,1
lt,sa,2009.02,183000,11.1,2/1/2009,2009,2
lt,sa,2009.03,183000,11.1,3/1/2009,2009,3
lt,sa,2009.04,222000,13.5,4/1/2009,2009,4
lt,sa,2009.05,222000,13.5,5/1/2009,2009,5
lt,sa,2009.06,222000,13.5,6/1/2009,2009,6
lt,sa,2009.07,234000,14.3,7/1/2009,2009,7
lt,sa,2009.08,234000,14.3,8/1/2009,2009,8
lt,sa,2009.09,234000,14.3,9/1/2009,2009,9
lt,sa,2009.11,262000,16,11/1/2009,2009,11
lt,sa,2009.12,262000,16,12/1/2009,2009,12
lt,sa,2010.01,282000,17.2,1/1/2010,2010,1
lt,sa,2010.02,282000,17.2,2/1/2010,2010,2
lt,sa,2010.03,282000,17.2,3/1/2010,2010,3
lt,sa,2010.04,296000,18.2,4/1/2010,2010,4
lt,sa,2010.05,296000,18.2,5/1/2010,2010,5
lt,sa,2010.06,296000,18.2,6/1/2010,2010,6
lt,sa,2010.07,297000,18.3,7/1/2010,2010,7
lt,sa,2010.08,297000,18.3,8/1/2010,2010,8
lt,sa,2010.09,297000,18.3,9/1/2010,2010,9
lu,sa,1983.01,5000,3.3,1/1/1983,1983,1
lu,sa,1983.02,5000,3.3,2/1/1983,1983,2
lu,sa,1983.03,5000,3.2,3/1/1983,1983,3
lu,sa,1983.04,5000,3.3,4/1/1983,1983,4
lu,sa,1983.05,5000,3.5,5/1/1983,1983,5
lu,sa,1983.06,5000,3.6,6/1/1983,1983,6
lu,sa,1983.07,5000,3.6,7/1/1983,1983,7
lu,sa,1983.08,6000,3.7,8/1/1983,1983,8
lu,sa,1983.09,5000,3.5,9/1/1983,1983,9
lu,sa,1983.11,5000,3.4,11/1/1983,1983,11
lu,sa,1983.12,5000,3.3,12/1/1983,1983,12
lu,sa,1984.01,5000,3.3,1/1/1984,1984,1
lu,sa,1984.02,5000,3.3,2/1/1984,1984,2
lu,sa,1984.03,5000,3.2,3/1/1984,1984,3
lu,sa,1984.04,4000,3,4/1/1984,1984,4
lu,sa,1984.05,4000,2.9,5/1/1984,1984,5
lu,sa,1984.06,4000,2.9,6/1/1984,1984,6
lu,sa,1984.07,5000,3,7/1/1984,1984,7
lu,sa,1984.08,5000,3,8/1/1984,1984,8
lu,sa,1984.09,4000,2.9,9/1/1984,1984,9
lu,sa,1984.11,4000,3,11/1/1984,1984,11
lu,sa,1984.12,4000,2.8,12/1/1984,1984,12
lu,sa,1985.01,4000,2.8,1/1/1985,1985,1
lu,sa,1985.02,4000,2.8,2/1/1985,1985,2
lu,sa,1985.03,4000,2.9,3/1/1985,1985,3
lu,sa,1985.04,4000,3,4/1/1985,1985,4
lu,sa,1985.05,5000,3,5/1/1985,1985,5
lu,sa,1985.06,5000,3,6/1/1985,1985,6
lu,sa,1985.07,5000,3,7/1/1985,1985,7
lu,sa,1985.08,4000,2.9,8/1/1985,1985,8
lu,sa,1985.09,4000,2.8,9/1/1985,1985,9
lu,sa,1985.11,4000,2.8,11/1/1985,1985,11
lu,sa,1985.12,4000,2.8,12/1/1985,1985,12
lu,sa,1986.01,4000,2.8,1/1/1986,1986,1
lu,sa,1986.02,4000,2.8,2/1/1986,1986,2
lu,sa,1986.03,4000,2.7,3/1/1986,1986,3
lu,sa,1986.04,4000,2.7,4/1/1986,1986,4
lu,sa,1986.05,4000,2.7,5/1/1986,1986,5
lu,sa,1986.06,4000,2.7,6/1/1986,1986,6
lu,sa,1986.07,4000,2.5,7/1/1986,1986,7
lu,sa,1986.08,4000,2.5,8/1/1986,1986,8
lu,sa,1986.09,4000,2.4,9/1/1986,1986,9
